embedding,chunk,article,law
"frozenset({0, 20481, 11266, 10243, 79366, 10247, 10763, 10251, 35339, 10261, 74263, 18457, 86044, 10785, 21028, 15911, 10282, 45611, 12332, 22068, 35386, 14911, 10311, 13386, 40530, 45141, 10839, 57432, 15966, 51808, 21602, 101, 102, 10354, 114, 18036, 117, 119, 122, 123, 124, 125, 126, 127, 12412, 21633, 131, 132, 62596, 10375, 10378, 26251, 10380, 11407, 14992, 143, 147, 27287, 151, 18071, 48282, 67227, 157, 42142, 77985, 161, 163, 46761, 170, 12459, 26284, 39081, 10415, 28848, 22192, 10421, 37562, 33979, 64187, 16072, 22728, 51915, 25295, 14034, 20695, 11992, 10457, 12504, 10459, 17626, 13533, 10976, 10978, 10983, 17639, 21737, 15088, 20213, 10999, 73986, 74500, 95502, 16656, 19733, 71445, 10523, 38685, 43298, 10532, 23332, 14119, 83754, 86827, 92972, 13614, 29998, 14642, 40244, 11575, 24376, 14138, 80699, 18237, 25410, 47429, 30028, 14163, 10579, 17240, 80227, 42343, 71529, 12138, 10601, 96622, 57199, 58227, 22899, 61301, 22391, 10112, 12161, 73091, 10116, 10629, 10630, 21899, 10128, 52630, 10135, 11162, 13211, 64411, 10141, 12704, 10149, 10150, 87975, 10154, 37299, 79796, 94643, 34742, 57784, 93112, 71108, 62918, 47560, 10698, 50129, 28636, 10208, 36324, 10218, 61937, 14323, 40950, 13306, 37883})","Zakon o izvršenju krivičnih sankcija | Uslovi za primenu mere prinude | Mere prinude prema osuđenom se mogu primeniti samo kada je neophodno da se spreči: 1) bekstvo osuđenog; 2) fizički napad na drugo lice; 3) nanošenje povrede drugom licu; 4) samopovređivanje; 5) prouzrokovanje znatne materijalne štete; 6) aktivan i pasivan otpor osuđenog. Pod aktivnim otporom podrazumeva se svako suprotstavljanje osuđenog zakonitim službenim merama, radnjama i nalozima službenog ili ovlašćenog lica koje se vrši zaklanjanjem ili držanjem za li ce ili predmet, otimanjem, stavljanjem u izgled da će se lice napasti ili preduzimanjem slične radnje. Pod pasivnim otporom podrazumeva se svako suprotstavljanje osuđenog zakonitim službenim merama, radnjama i nalozima službenog ili ovlašćenog lica koje s e vrši oglušivanjem ili zauzimanjem klečećeg, sedećeg, ležećeg ili sličnog položaja. Mera prinude se može primeniti i prema licu koje protivpravno oslobađa osuđenog ili protivpravno ulazi u prostorije zavoda. Ovo lice se zadržava do dolaska ovlašćenih lic a policije. ",Član 142  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 10243, 10251, 10763, 16928, 21028, 15911, 12842, 11821, 56374, 14911, 10305, 59474, 10839, 16471, 10329, 15966, 10335, 21602, 101, 102, 114, 18036, 14965, 117, 119, 122, 123, 124, 125, 20094, 126, 128, 127, 11906, 131, 132, 17034, 10378, 27277, 11919, 64655, 30355, 58515, 88726, 10390, 151, 157, 168, 170, 49835, 60078, 10416, 10421, 33979, 11968, 10434, 11992, 13533, 10976, 32487, 20213, 52471, 73986, 10499, 58129, 33044, 19733, 12055, 28958, 17700, 13614, 14642, 33090, 47429, 14667, 33111, 25442, 12138, 55147, 58227, 19316, 10105, 73091, 10116, 14223, 10128, 52630, 45976, 49048, 67996, 10149, 10698, 10700, 10192, 11218, 59351, 13784, 49119, 36324, 14308, 21483, 10220, 10221, 87028, 16381})","Zakon o izvršenju krivičnih sankcija | Vrste mera prinude | Mere prinude su: 1) upotreba fizičke snage; 2) vezivanje; 3) izdvajanje; 4) upotreba gumene palice; 5) upotreba šmrkova sa vodom; 6) upotreba hemijskih sredstava; 7) upotreba vatrenog oružja. Prilikom primene mere prinude koristi se ona mera koja najmanje ugrožava život i zdravlje lica prema kome se primenjuje, kojom se uspešno savlađuje otpor i koja je srazmerna opasnosti koja preti. ",Član 143  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({32256, 0, 10243, 10250, 10763, 35339, 10251, 25109, 18457, 86044, 13853, 32802, 10275, 21028, 34853, 20515, 15911, 32803, 89129, 45611, 11821, 20528, 44593, 22068, 88116, 10295, 23099, 14911, 47681, 10307, 36424, 87625, 13386, 10320, 27729, 10839, 10327, 16471, 10330, 15966, 101, 102, 10354, 117, 14965, 119, 10358, 20094, 21118, 76421, 17543, 24200, 17034, 58515, 10900, 10390, 151, 18071, 152, 30871, 35481, 156, 157, 26270, 23702, 32413, 37538, 163, 170, 11947, 63660, 49835, 44206, 52910, 10415, 46769, 10421, 34999, 10425, 33979, 10433, 10434, 77003, 28365, 14545, 29393, 11992, 30939, 10976, 88812, 15088, 52471, 36089, 83201, 73986, 90899, 33044, 19733, 12055, 91418, 10523, 30506, 83754, 92972, 13614, 11568, 14642, 11061, 15160, 12611, 47429, 53575, 12621, 31579, 27487, 12645, 43880, 73064, 12138, 81777, 58227, 10105, 73597, 10112, 12161, 29056, 73091, 10116, 10630, 14223, 10128, 52630, 14742, 10136, 11162, 67996, 60834, 10149, 10150, 60327, 64933, 18865, 10167, 57784, 23996, 62918, 39368, 10698, 10700, 54220, 12751, 34768, 11218, 11221, 10206, 85470, 13278, 10208, 14308, 10220, 21485, 14323, 10227, 10747, 12798})","Zakon o izvršenju krivičnih sankcija | Primena mere prinude i lekars ki pregled | O nameri primene mere prinude usmeno i jasno se upozorava lice prema kojem će se mera primeniti, osim ako se radi o istovremenom ili neposredno predstojećem protivpravnom napadu. Upotrebu šmrkova sa vodom i hemijskih sredstava može n arediti samo upravnik zavoda. Neposredno nakon primene mere prinude, izuzev mere vezivanja, obavezan je lekarski pregled osuđenog prema kome je mera primenjena. Pregled se ponavlja između dvanaestog i dvadesetčetvrtog časa od primene mere. Pisani izvešta j službe za obezbeđenje, medicinska dokumentacija i izveštaji o obavljenim lekarskim pregledima dostavljaju se upravniku bez odlaganja. Izveštaj lekara sadrži i navode lica prema kome je mera prinude primenjena o načinu nastanka povreda i mišljenje lekara o povezanosti primenjene mere i nastalih povreda. Upravnik zavoda obaveštava direktora Uprave o upotrebi mera prinude i prosleđuje izveštaje u roku od 24 časa od vremena primene mere prinude. ",Član 144  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 11266, 10247, 10251, 51725, 18457, 86044, 21028, 35365, 34853, 89129, 21551, 77362, 88116, 22068, 15931, 43070, 42047, 15935, 10307, 10311, 13386, 10317, 59474, 10839, 10327, 55897, 15966, 101, 102, 12908, 10863, 114, 10354, 117, 88181, 119, 10358, 50298, 122, 123, 124, 11906, 131, 132, 76421, 11396, 10380, 26764, 11919, 146, 30355, 147, 58515, 13462, 152, 157, 27295, 10399, 13473, 10402, 163, 168, 21672, 170, 24746, 63660, 60078, 10415, 82097, 33979, 93892, 27341, 10976, 41190, 14572, 71918, 15088, 88305, 28920, 16636, 83201, 73986, 14596, 13067, 16656, 58129, 77586, 64793, 14119, 17704, 83754, 92972, 13614, 16690, 15160, 47429, 53575, 10573, 18772, 38753, 25442, 55147, 58227, 43381, 60280, 10105, 35710, 10111, 12161, 10625, 73091, 10116, 12164, 59271, 30599, 57738, 74635, 10123, 74638, 14223, 10128, 10132, 52630, 10136, 38298, 13211, 64411, 10149, 10150, 87975, 10154, 57784, 93112, 85437, 91585, 18881, 62918, 11719, 10698, 58827, 10700, 11218, 10206, 49119, 10221, 11246, 14323, 29684, 23027, 59383, 35321, 62458, 10237, 12798})","Zakon o izvršenju krivičnih sankcija | Upotreba vatrenog oružja | Vatreno oružje dozvoljeno j e upotrebiti samo ako se drugim merama ne može: 1) odbiti istovremen ili neposredno predstojeći protivpravni napad kojim se ugrožava život osuđenog, zaposlenog ili drugog lica zatečenog u zavodu; 2) onemogućiti bekstvo osuđenog iz zavoda zatvorenog ili z atvorenog tipa sa posebnim obezbeđenjem; 3) onemogućiti prilikom sprovođenja bekstvo osuđenog koji izdržava kaznu zatvora od deset godina ili težu kaznu ili bekstvo lica kome je određen pritvor za krivično delo za koje se može izreći kazna zatvora preko d eset godina. Vatreno oružje se neće upotrebiti ako bi se time ozbiljno ugrozio život drugog lica. Ako se službena radnja preduzima pod neposrednim rukovodstvom upravnika zavoda ili rukovodioca službe za obezbeđenje, vatreno oružje se može upotrebiti samo po njihovom naređenju. ",Član 145,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 83201, 73986, 11906, 10116, 10115, 73091, 10625, 10378, 10251, 30355, 25109, 52630, 11414, 151, 10136, 91418, 23702, 86044, 157, 10141, 11159, 84643, 21028, 10149, 60327, 61863, 170, 92972, 13228, 13614, 60078, 37297, 88116, 10295, 10167, 50873, 57784, 33979, 23996, 67133, 11575, 89799, 39368, 10698, 10700, 34768, 11218, 12883, 33491, 10839, 17756, 11741, 15966, 49119, 10976, 101, 102, 43756, 81777, 12145, 58227, 10354, 117, 119, 62586, 13693})","Zakon o izvršenju krivičnih sankcija | Dužnost obaveštavanja o upotrebi vatrenog oružja | Upravnik zavoda je dužan da odmah dostavi obaveštenje o upotrebi vatrenog oružja i zapisnik o lekarskom pregledu osuđenog lica direktoru Uprave, nadležnom javnom tužiocu i sudiji za izvršenje. ",Član 146  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 10251, 38413, 25109, 86044, 13853, 21028, 34853, 89129, 41005, 10295, 67133, 43070, 10307, 16458, 10317, 10839, 57432, 55897, 63066, 15966, 101, 102, 10354, 117, 10358, 119, 11396, 10378, 10380, 11919, 81043, 23702, 151, 156, 157, 17054, 10399, 13473, 163, 170, 49835, 26284, 10415, 15540, 50873, 33979, 10434, 51915, 10976, 43756, 16111, 83201, 73986, 10532, 17705, 83754, 92972, 13614, 17207, 26937, 39227, 18748, 90946, 53575, 54093, 22864, 84823, 17240, 91993, 11615, 44896, 12138, 55147, 30061, 29551, 58227, 43390, 10111, 10112, 10115, 12164, 14223, 10128, 10132, 40340, 52630, 11159, 10135, 64411, 13211, 10141, 60834, 10149, 10150, 87975, 13228, 15788, 13231, 10167, 57784, 39368, 10698, 10700, 34768, 10192, 11741, 11747, 11246, 14323, 10237})","Zakon o izvršenju krivičnih sankcija | Postupanje prilikom bekstva osuđenog | Pripadnik službe za obezbeđenje bez odlaganja preduzima radnje da osuđenog onemogući u bekstvu. O svakom pokušaju bekstva i bekstvu osuđenog, pripadnik službe za obezbeđenje odmah obav eštava upravnika zavoda, koji je dužan da o tome obavesti direktora Uprave. U slučaju bekstva osuđenog, upravnik zavoda obaveštava policiju i sud koji ga je uputio na izvršenje kazne zatvora, naređuje izdavanje poternice i preduzima druge radnje koje su n eophodne da se osuđeni u bekstvu liši slobode. Za vreme bekstva osuđenom ne teče izvršenje kazne zatvora. ",Član 147  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 12161, 73986, 10115, 76421, 10378, 10251, 10128, 14992, 10132, 25109, 52630, 151, 30871, 10777, 13211, 86044, 157, 10141, 13853, 60834, 163, 21028, 34853, 10149, 87975, 35365, 89129, 170, 83754, 63660, 92972, 13614, 17705, 17207, 57784, 26937, 14138, 33979, 15931, 50873, 10295, 14911, 33090, 10307, 96324, 53575, 39368, 10698, 51915, 54093, 10839, 10327, 119, 63066, 29787, 11741, 15966, 11615, 10976, 44896, 101, 102, 55147, 43756, 10354, 58227, 23027, 117, 14838, 59383, 124})","Zakon o izvršenju krivičnih sankcija | Obaveštavanje policije | U slučaju neposrednog bekstva osuđenog iz zavoda ili prilikom sprovođenja osuđenog, pripadnik službe za obezbeđenje je dužan da bez odlaganja obavesti policiju i obezbedi mesto za koje pretpostavlja da se osuđeni krije. 3. Posebne mere ",Član 148  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 11266, 79366, 10247, 19462, 10763, 18457, 86044, 13853, 10275, 21028, 35365, 45611, 10295, 67133, 14911, 10305, 10307, 10819, 15940, 10311, 33866, 10828, 10317, 20561, 59474, 47700, 10839, 13913, 29787, 79963, 15966, 43615, 34404, 101, 102, 16491, 49776, 10354, 114, 18036, 117, 14965, 119, 122, 123, 124, 125, 21118, 126, 131, 11396, 132, 10378, 11407, 19091, 48787, 13462, 27287, 151, 36505, 30871, 157, 13473, 10402, 163, 170, 49835, 44206, 10415, 10416, 15540, 10421, 20150, 34999, 39608, 37562, 33979, 10428, 23744, 30921, 77003, 28365, 11992, 10976, 20192, 10978, 94438, 17639, 80616, 39142, 43756, 88812, 15088, 45808, 20213, 10999, 16636, 34048, 55553, 73986, 20737, 83201, 20232, 58662, 56104, 92972, 13614, 14642, 40244, 88373, 17207, 60731, 53060, 47429, 57168, 22864, 68436, 33111, 27487, 11615, 10601, 24429, 96622, 12145, 51057, 58227, 22391, 13693, 35710, 10111, 15230, 12161, 10112, 10115, 10116, 10629, 10125, 74638, 10128, 17298, 52630, 10135, 35224, 10136, 11162, 64411, 62364, 13211, 38811, 87969, 10149, 10150, 87975, 10154, 12714, 11180, 31155, 34742, 10167, 57784, 10687, 11200, 10698, 10700, 54220, 10192, 37330, 75220, 20439, 13784, 10221, 80880, 61937, 14323, 35321, 12798})","Zakon o izvršenju krivičnih sankcija | Uslovi za primenu i vrste posebnih mera | Prema osuđenom za koga postoji opasnost od bekstva, nasilničkog ponašanja, samopovređivanja ili ugrožavanja reda i bezbednosti druge vrste, koji se na drugi način ne mogu otkloniti, izuzetno se mogu narediti posebne mere. Posebne mere su: 1) oduzimanje i privremeno zadržavanje stvari čije je držanje inače dozvoljeno; 2) smeštaj u posebno osiguranu prostoriju bez opasnih stvari; 3) smeštaj pod pojačan nadzor; 4) usamljenje; 5) testiranje na zarazne bolesti ili psihoakti vne supstance. Primenu posebne mere određuje upravnik zavoda ili lice koje on ovlasti na pisani i obrazloženi predlog rukovodioca organizacione jedinice zavoda. Prema osuđenom moguće je primeniti i više posebnih mera istovremeno. Izvršenje mere iz stava 2. ovog člana odmah se obustavlja ako su prestali razlozi za njenu primenu. ",Član 149  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 10247, 25109, 13853, 11296, 10275, 21028, 12332, 15931, 67133, 10305, 10307, 13386, 47700, 26197, 10839, 12887, 10329, 15966, 101, 102, 63088, 10354, 14965, 119, 122, 18563, 76421, 10375, 10378, 37521, 19091, 36505, 155, 157, 163, 84643, 170, 49835, 10415, 10416, 10420, 39608, 33979, 10428, 23744, 11470, 10976, 39142, 10999, 20737, 73986, 13614, 40244, 33090, 68431, 12115, 24412, 12645, 73064, 24429, 12145, 58227, 10111, 10112, 10115, 14223, 10128, 17298, 52630, 11159, 10136, 38811, 89502, 60327, 12714, 10154, 39368, 10698, 12751, 10706, 75220, 11234, 23027})",Zakon o izvršenju krivičnih sankcija | Smeštaj u posebno osiguranu prostoriju bez opasnih stvari | Smeštaj u posebno osiguranu prostoriju bez opasnih stvari može neprekidno trajati najduže do 48 časova. Ova m era se određuje uz prethodno mišljenje lekara. O smeštaju u posebno osiguranu prostoriju bez opasnih stvari odmah se obaveštava nadležni sudija za izvršenje. Uz meru iz stava 1. ovog člana sprovodi se pojačan nadzor. ,Član 150,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 11266, 19462, 40967, 86044, 13853, 21028, 35365, 34853, 13860, 89129, 12842, 45611, 11820, 28723, 67637, 13373, 14911, 10305, 10307, 13386, 10317, 59474, 10836, 10839, 55897, 10329, 10330, 15966, 23137, 101, 102, 16491, 12908, 10354, 14965, 88181, 119, 117, 50298, 123, 122, 11396, 10378, 19091, 157, 10402, 163, 19625, 170, 11947, 10415, 31920, 10416, 10421, 33979, 10428, 23744, 30921, 28365, 10452, 10459, 20189, 10976, 39142, 80616, 15088, 35573, 20217, 15616, 20737, 73986, 83201, 11555, 11044, 56104, 29481, 20776, 83754, 92972, 13614, 14642, 12611, 47429, 53575, 22864, 25938, 17756, 27487, 44896, 32103, 12145, 58227, 47987, 43381, 10105, 61306, 13693, 60288, 12161, 10112, 10115, 74635, 10125, 14223, 10128, 17298, 52630, 10135, 11159, 11162, 38811, 13211, 15267, 10150, 83887, 37297, 34742, 10167, 57784, 75195, 95171, 10698, 10700, 29139, 10202, 11234, 82919, 10221, 32750, 24562, 14323, 62458, 16381, 60414})","Zakon o izvršenju krivičnih sankcija | Smeštaj pod pojačan nadzor | Smeštaj pod pojačan nadzor može se primeniti samo u zavodima zatvorenog ili zatvorenog tipa sa posebnim obezbeđenjem, odnosno u zatvorenim odeljenjima zavoda. Osuđenom koji remeti red ili podstiče druge na remećenje reda, pa zbog toga predstavlja opasno st za bezbednost u zavodu, ili na drugi način ugrožava bezbednost, može se rešenjem odrediti smeštaj pod pojačan nadzor. Rešenje iz stava 2. ovog člana donosi upravnik zavoda ili lice koje on ovlasti, na predlog službe za tretman ili službe za obezbeđenje . Na rešenje iz stava 2. ovog člana, osuđeni ima pravo žalbe sudiji za izvršenje, koja ne odlaže izvršenje rešenja. Mera iz stava 1. ovog člana preispituje se svaka tri meseca. Na rešenje o produženju trajanja ove mere osuđeni ima pravo žalbe sudiji za izvršenje. ",Član 151   ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 10243, 67592, 10251, 10774, 86044, 21028, 14381, 10295, 10305, 10818, 10819, 15940, 10307, 20036, 23624, 10837, 47190, 10839, 63066, 10330, 15966, 34404, 101, 102, 28786, 10354, 18036, 117, 118, 119, 143, 145, 151, 157, 42142, 70301, 163, 170, 26284, 17585, 15540, 10421, 33979, 10428, 29393, 11992, 10976, 21737, 95983, 45808, 28413, 96512, 73986, 10499, 91409, 58129, 22809, 28448, 26400, 10532, 58662, 14119, 23338, 13614, 14645, 12611, 53060, 12115, 57192, 12138, 51057, 73585, 58227, 10111, 10112, 12161, 10115, 29575, 80274, 52630, 10135, 35224, 18851, 10149, 12714, 55731, 57784, 10698, 50129, 25049, 17890, 28643, 88040, 48108, 80880, 61937, 24562})","Zakon o izvršenju krivičnih sankcija | Testiranje na zarazne bolesti ili psihoaktivne supstance | U slučaju osnovane sumnje u postojanje zaraznih bolesti ili uzimanja opojnih droga ili psihoaktivnih supstanci, moguće je od osuđenog uzimati uzorke krvi i mokraće u meri neophodnoj za ispitivanje prema pravilima medicinske struke, odnosno korišćenje odgovarajućeg testa. Za testiranje na virus HIV -a i virus hepatitisa C, potreban je pristanak osuđenog. ",Član 153  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 20737, 73986, 11266, 10115, 12161, 10378, 10380, 144, 10128, 19091, 52630, 151, 35224, 36505, 10135, 157, 10785, 163, 21028, 11044, 35365, 10150, 60327, 170, 12714, 13614, 10415, 10416, 14642, 55731, 40244, 15540, 10421, 39608, 33979, 10428, 60731, 23744, 10305, 10307, 53060, 47429, 10819, 15940, 10698, 10828, 47700, 75220, 10839, 119, 15966, 43615, 10976, 15713, 34404, 101, 12645, 58215, 102, 24429, 80880, 12145, 51057, 58227, 45808, 43381, 14965, 10999, 117, 61937, 12283, 16381})","Zakon o izvršenju krivičnih sankcija | Ostale odredbe o posebnim merama | Smeštaj u posebno osiguranu prostoriju b ez opasnih stvari, smeštaj pod pojačan nadzor, usamljenje i testiranje na zarazne bolesti ili psihoaktivne supstance primenjuje se pod nadzorom lekara. ",Član 154  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 40967, 10251, 25113, 11290, 86044, 13853, 10787, 21028, 35365, 29738, 12332, 28723, 15931, 13883, 42047, 14911, 10307, 27206, 46154, 13386, 10839, 13913, 15966, 54372, 101, 102, 30824, 10354, 117, 39030, 119, 12409, 122, 11396, 17543, 19081, 147, 151, 18584, 157, 60065, 84643, 163, 170, 82097, 10419, 33979, 10429, 22206, 70341, 30921, 51915, 10459, 10976, 27373, 20217, 40188, 34048, 73986, 10523, 56104, 13614, 39227, 90946, 12611, 30028, 21330, 52563, 14163, 84823, 27487, 12138, 55147, 12145, 58227, 43381, 10105, 10107, 13693, 10111, 73091, 10115, 10116, 10128, 10132, 52630, 10150, 12714, 37299, 10164, 57784, 62394, 72639, 10698, 13784, 25561, 75739, 23518, 10208, 63986, 23027, 59383, 85497, 86524})","Zakon o izvršenju krivičnih sankcija | Propisi koji uređuju održavanje reda i bezbednosti | Propis kojim se uređuju mere za održavanj e reda i bezbednosti donosi ministar nadležan za poslove pravosuđa. Izuzetno, policija može biti uključena u održavanje reda i bezbednosti u zavodima, kao i prilikom sprovođenja lica lišenih slobode, u skladu sa posebnim sporazumom između ministra nadležn og za poslove pravosuđa i ministra nadležnog za unutrašnje poslove. VIII DISCIPLINSKI PRESTUPI, MERE I POSTUPAK I MATERIJALNA ODGOVORNOST OSUĐENOG 1. Disciplinski prestupi ",Član 155  ,Zakon  o izvršenju krivičnih sankcija
"frozenset({0, 65541, 10251, 25113, 18457, 11290, 86044, 13853, 10785, 10275, 21028, 10282, 45611, 41005, 17454, 28721, 10295, 43070, 15935, 84545, 10307, 96324, 10317, 10839, 13913, 10330, 55897, 15966, 10335, 73827, 10339, 101, 16997, 102, 10354, 117, 39030, 119, 14965, 10358, 21630, 11396, 25225, 11413, 151, 157, 163, 170, 10415, 15540, 33979, 10434, 30921, 77003, 77006, 10958, 11992, 34015, 10976, 10999, 82168, 73986, 10499, 33539, 10514, 10523, 13600, 56104, 13614, 14642, 33090, 47429, 21330, 18772, 17240, 44896, 15713, 38753, 58227, 10105, 15230, 10111, 10112, 12161, 10116, 10630, 10128, 52630, 83352, 10136, 13211, 10149, 38310, 10150, 10154, 31155, 57784, 62394, 17863, 10698, 10192, 13784, 26088, 16381, 63986, 86524, 10237, 10238})","Zakon o izvršenju krivičnih sankcija | Pretpostavke za primenu disciplinskih mera | Disciplinski prestupi su te že i lakše povrede pravila reda i bezbednosti, kao i povrede drugih pravila ponašanja osuđenog utvrđenih ovim zakonom. U skladu sa odredbama Krivičnog zakonika disciplinski će se kazniti osuđeni koji za vreme izvršenja kazne zatvora učini krivično delo za koje je propisana novčana kazna ili kazna zatvora do jedne godine. Prema osuđenom se ne sme više puta primeniti disciplinska mera za istu radnju disciplinskog prestupa. ",Član 156  ,Zakon  o izvršenju krivičnih sankcija
